texto_machista,texto_inclusivo,nivel,subcategoria,pais,contexto,marcadores_linguisticos,explicacion
"¿Ya hiciste tu trabajito?, ya que, macho",¿Necesitas apoyo?,micromachismos,infantilizacion,España,calle,"['hiciste' 'trabajito?,' 'que,' 'macho']",Trata como niña o incapaz
"Ostras, chiquita preciosa, venga",¿Te ayudo?,micromachismos,infantilizacion,España,calle,"['ostras,' 'chiquita' 'preciosa,' 'venga']",Trata como niña o incapaz
"Joder, chiquita mejor pide ayuda",Confío en tu capacidad,micromachismos,infantilizacion,España,citas,"['joder,' 'chiquita' 'mejor' 'pide']",Trata como niña o incapaz
"Chiquita eso es complicado, macho",¿Te ayudo?,micromachismos,infantilizacion,España,social,"['chiquita' 'complicado,' 'macho']",Trata como niña o incapaz
"Ostras, mi niña eso es de grandes",Tu trabajo es excelente,micromachismos,infantilizacion,España,laboral,"['ostras,' 'niña' 'grandes']",Trata como niña o incapaz
"Ostras, ay mi niña déjame ayudarte, joder",¿Te ayudo?,micromachismos,infantilizacion,España,educativo,"['ostras,' 'niña' 'déjame' 'ayudarte,']",Trata como niña o incapaz
"Joder, mi niña eso es de grandes",Tu trabajo es excelente,micromachismos,infantilizacion,España,social,"['joder,' 'niña' 'grandes']",Trata como niña o incapaz
"Tía, ay mi niña déjame ayudarte",Buen trabajo,micromachismos,infantilizacion,España,social,"['tía,' 'niña' 'déjame' 'ayudarte']",Trata como niña o incapaz
"Mi niña linda eso es difícil, tío",Tu trabajo es excelente,micromachismos,infantilizacion,España,citas,"['niña' 'linda' 'difícil,']",Trata como niña o incapaz
"Joder, princesa no es para ti",Tu trabajo es excelente,micromachismos,infantilizacion,España,redes_sociales,"['joder,' 'princesa' 'para']",Trata como niña o incapaz
"Tío, chiquita mejor pide ayuda",¿Necesitas apoyo?,micromachismos,infantilizacion,España,calle,"['tío,' 'chiquita' 'mejor' 'pide']",Trata como niña o incapaz
Eres bastante una niña aplicada,Tu trabajo es excelente,micromachismos,infantilizacion,España,educativo,['eres' 'bastante' 'niña' 'aplicada'],Trata como niña o incapaz
"Mi niña es muy técnico venga, así que",¿Necesitas apoyo?,micromachismos,infantilizacion,España,familia,"['niña' 'técnico' 'venga,']",Trata como niña o incapaz
"Tía, mi niña linda eso es difícil",¿Te ayudo?,micromachismos,infantilizacion,España,citas,"['tía,' 'niña' 'linda' 'difícil']",Trata como niña o incapaz
"Pequeña mejor déjame, macho",¿Te ayudo?,micromachismos,infantilizacion,España,educativo,"['pequeña' 'mejor' 'déjame,' 'macho']",Trata como niña o incapaz
Chiquita preciosa tío,¿Cómo va tu proyecto?,micromachismos,infantilizacion,España,social,['chiquita' 'preciosa'],Trata como niña o incapaz
"Chiquita eso es complicado, pues",¿Te ayudo?,micromachismos,infantilizacion,España,social,"['chiquita' 'complicado,' 'pues']",Trata como niña o incapaz
"Mi niña es complejo, pues",¿Te ayudo?,micromachismos,infantilizacion,España,familia,"['niña' 'complejo,' 'pues']",Trata como niña o incapaz
Chiquita mejor pide ayuda colega,Tu trabajo es excelente,micromachismos,infantilizacion,España,pareja,['chiquita' 'mejor' 'pide' 'ayuda'],Trata como niña o incapaz
"Vamos, ¿ya hiciste tu trabajito?",¿Necesitas apoyo?,micromachismos,infantilizacion,España,familia,"['vamos,' 'hiciste' 'trabajito?']",Trata como niña o incapaz
"Tío, chiquita preciosa tía",¿Te ayudo?,micromachismos,infantilizacion,España,educativo,"['tío,' 'chiquita' 'preciosa']",Trata como niña o incapaz
"Vamos, chiquita eso es complicado, pues",¿Necesitas apoyo?,micromachismos,infantilizacion,España,pareja,"['vamos,' 'chiquita' 'complicado,' 'pues']",Trata como niña o incapaz
Bebé eso requiere fuerza tío,Buen trabajo,micromachismos,infantilizacion,España,redes_sociales,['bebé' 'requiere' 'fuerza'],Trata como niña o incapaz
"Tía, pequeña mejor déjame",Tu trabajo es excelente,micromachismos,infantilizacion,España,pareja,"['tía,' 'pequeña' 'mejor' 'déjame']",Trata como niña o incapaz
"Tío, cosita linda puedes lastimarte",¿Necesitas apoyo?,micromachismos,infantilizacion,España,calle,"['tío,' 'cosita' 'linda' 'puedes']",Trata como niña o incapaz
Cosita linda puedes lastimarte ostras,¿Te ayudo?,micromachismos,infantilizacion,España,educativo,['cosita' 'linda' 'puedes' 'lastimarte'],Trata como niña o incapaz
"Chiquita eso es complicado, mira",Buen trabajo,micromachismos,infantilizacion,España,redes_sociales,"['chiquita' 'complicado,' 'mira']",Trata como niña o incapaz
Cosita linda puedes lastimarte macho,Confío en tu capacidad,micromachismos,infantilizacion,España,citas,['cosita' 'linda' 'puedes' 'lastimarte'],Trata como niña o incapaz
Mi niña linda eso es difícil joder,¿Te ayudo?,micromachismos,infantilizacion,España,social,['niña' 'linda' 'difícil' 'joder'],Trata como niña o incapaz
"Tía, cosita linda puedes lastimarte",Confío en tu capacidad,micromachismos,infantilizacion,España,familia,"['tía,' 'cosita' 'linda' 'puedes']",Trata como niña o incapaz
"Vamos, eres una niña aplicada ostras",¿Necesitas apoyo?,micromachismos,infantilizacion,España,educativo,"['vamos,' 'eres' 'niña' 'aplicada']",Trata como niña o incapaz
"Princesa no es para ti, o sea, joder",¿Te ayudo?,micromachismos,infantilizacion,España,familia,"['princesa' 'para' 'sea,' 'joder']",Trata como niña o incapaz
"Tío, pequeña mejor déjame macho, mira",Confío en tu capacidad,micromachismos,infantilizacion,España,citas,"['tío,' 'pequeña' 'mejor' 'déjame']",Trata como niña o incapaz
"Bebé eso requiere fuerza, entonces tío",Confío en tu capacidad,micromachismos,infantilizacion,España,pareja,"['bebé' 'requiere' 'fuerza,' 'entonces']",Trata como niña o incapaz
"Chiquita preciosa, porque",Confío en tu capacidad,micromachismos,infantilizacion,España,educativo,"['chiquita' 'preciosa,' 'porque']",Trata como niña o incapaz
"Ostras, pequeña mejor déjame",Confío en tu capacidad,micromachismos,infantilizacion,España,educativo,"['ostras,' 'pequeña' 'mejor' 'déjame']",Trata como niña o incapaz
"Ostras, cosita linda puedes lastimarte, venga",¿Necesitas apoyo?,micromachismos,infantilizacion,España,familia,"['ostras,' 'cosita' 'linda' 'puedes']",Trata como niña o incapaz
"Joder, eres una niña aplicada",¿Necesitas apoyo?,micromachismos,infantilizacion,España,redes_sociales,"['joder,' 'eres' 'niña' 'aplicada']",Trata como niña o incapaz
"Macho, chiquita preciosa, mira, ostras",Buen trabajo,micromachismos,infantilizacion,España,redes_sociales,"['macho,' 'chiquita' 'preciosa,' 'mira,']",Trata como niña o incapaz
Mi niña linda eso es difícil tía,¿Cómo va tu proyecto?,micromachismos,infantilizacion,España,familia,['niña' 'linda' 'difícil'],Trata como niña o incapaz
"Joder, princesa no es para ti venga",¿Te ayudo?,micromachismos,infantilizacion,España,pareja,"['joder,' 'princesa' 'para' 'venga']",Trata como niña o incapaz
"Eres una niña aplicada, venga",¿Te ayudo?,micromachismos,infantilizacion,España,educativo,"['eres' 'niña' 'aplicada,' 'venga']",Trata como niña o incapaz
Eres bastante una niña aplicada tía,¿Te ayudo?,micromachismos,infantilizacion,España,citas,['eres' 'bastante' 'niña' 'aplicada'],Trata como niña o incapaz
"Tío, pequeña mejor déjame, macho",Buen trabajo,micromachismos,infantilizacion,España,citas,"['tío,' 'pequeña' 'mejor' 'déjame,']",Trata como niña o incapaz
"Pequeña mejor déjame, o sea",¿Cómo va tu proyecto?,micromachismos,infantilizacion,España,social,"['pequeña' 'mejor' 'déjame,']",Trata como niña o incapaz
"Vamos, chiquita preciosa",¿Cómo va tu proyecto?,micromachismos,infantilizacion,España,citas,"['vamos,' 'chiquita' 'preciosa']",Trata como niña o incapaz
"Venga, chiquita preciosa, tía",Tu trabajo es excelente,micromachismos,infantilizacion,España,laboral,"['venga,' 'chiquita' 'preciosa,']",Trata como niña o incapaz
"Tío, ¿ya hiciste tu trabajito?, pues",Buen trabajo,micromachismos,infantilizacion,España,pareja,"['tío,' 'hiciste' 'trabajito?,' 'pues']",Trata como niña o incapaz
"Mi niña es complejo, porque",¿Cómo va tu proyecto?,micromachismos,infantilizacion,España,calle,"['niña' 'complejo,' 'porque']",Trata como niña o incapaz
"Pequeña mejor déjame, o sea macho",¿Te ayudo?,micromachismos,infantilizacion,España,educativo,"['pequeña' 'mejor' 'déjame,' 'macho']",Trata como niña o incapaz
"Ostras, mi niña eso es de grandes, tía",Buen trabajo,micromachismos,infantilizacion,España,familia,"['ostras,' 'niña' 'grandes,']",Trata como niña o incapaz
Cosita linda puedes lastimarte venga,¿Te ayudo?,micromachismos,infantilizacion,España,citas,['cosita' 'linda' 'puedes' 'lastimarte'],Trata como niña o incapaz
"Tío, ay mi niña déjame ayudarte",Tu trabajo es excelente,micromachismos,infantilizacion,España,calle,"['tío,' 'niña' 'déjame' 'ayudarte']",Trata como niña o incapaz
"Vamos, mi niña linda eso es difícil, tía",¿Cómo va tu proyecto?,micromachismos,infantilizacion,España,laboral,"['vamos,' 'niña' 'linda' 'difícil,']",Trata como niña o incapaz
"Colega, nena déjame hacerlo, vamos",Tu trabajo es excelente,micromachismos,infantilizacion,España,laboral,"['colega,' 'nena' 'déjame' 'hacerlo,']",Trata como niña o incapaz
"¿De dónde sacaste eso?, venga",Perfecto,micromachismos,cuestionamiento_autoridad,España,familia,"['dónde' 'sacaste' 'eso?,' 'venga']",Cuestiona autoridad por género
"Colega, ¿verificaste bien? tía",Confío en tu análisis,micromachismos,cuestionamiento_autoridad,España,citas,"['colega,' '¿verificaste' 'bien?']",Cuestiona autoridad por género
"Macho, ¿segura? suena extraño",Tu criterio es válido,micromachismos,cuestionamiento_autoridad,España,laboral,"['macho,' '¿segura?' 'suena' 'extraño']",Cuestiona autoridad por género
¿Verificaste bien?,Perfecto,micromachismos,cuestionamiento_autoridad,España,laboral,['¿verificaste' 'bien?'],Cuestiona autoridad por género
"Tío, ¿de dónde sacaste eso?",Confío en tu análisis,micromachismos,cuestionamiento_autoridad,España,educativo,"['tío,' 'dónde' 'sacaste' 'eso?']",Cuestiona autoridad por género
¿De dónde sacaste eso?,Gracias por la información,micromachismos,cuestionamiento_autoridad,España,pareja,['dónde' 'sacaste' 'eso?'],Cuestiona autoridad por género
"Colega, dudo que funcione así macho",Gracias por la información,micromachismos,cuestionamiento_autoridad,España,citas,"['colega,' 'dudo' 'funcione' 'macho']",Cuestiona autoridad por género
"Colega, ¿lo validaste? macho",Entendido,micromachismos,cuestionamiento_autoridad,España,familia,"['colega,' 'validaste?' 'macho']",Cuestiona autoridad por género
¿Consultaste con alguien?,Perfecto,micromachismos,cuestionamiento_autoridad,España,pareja,['¿consultaste' 'alguien?'],Cuestiona autoridad por género
¿Quién te dijo eso?,Gracias por la información,micromachismos,cuestionamiento_autoridad,España,educativo,['¿quién' 'dijo' 'eso?'],Cuestiona autoridad por género
"Joder, ¿verificaste bien? ostras",Gracias por la información,micromachismos,cuestionamiento_autoridad,España,educativo,"['joder,' '¿verificaste' 'bien?' 'ostras']",Cuestiona autoridad por género
"Ostras, ¿checaste las cifras?, tía",Confío en tu análisis,micromachismos,cuestionamiento_autoridad,España,laboral,"['ostras,' '¿checaste' 'cifras?,']",Cuestiona autoridad por género
"Tío, ¿consultaste con alguien?, o sea",Confío en tu análisis,micromachismos,cuestionamiento_autoridad,España,pareja,"['tío,' '¿consultaste' 'alguien?,']",Cuestiona autoridad por género
"¿De dónde sacaste eso?, tío",Entendido,micromachismos,cuestionamiento_autoridad,España,laboral,"['dónde' 'sacaste' 'eso?,']",Cuestiona autoridad por género
"¿Verificaste bien?, pues",Confío en tu análisis,micromachismos,cuestionamiento_autoridad,España,educativo,"['¿verificaste' 'bien?,' 'pues']",Cuestiona autoridad por género
"Venga, ¿consultaste con alguien?, vamos",Entendido,micromachismos,cuestionamiento_autoridad,España,pareja,"['venga,' '¿consultaste' 'alguien?,' 'vamos']",Cuestiona autoridad por género
¿Segura? Suena extraño,Procedo con eso,micromachismos,cuestionamiento_autoridad,España,pareja,['¿segura?' 'suena' 'extraño'],Cuestiona autoridad por género
"Colega, ¿verificaste bien?",Gracias por la información,micromachismos,cuestionamiento_autoridad,España,educativo,"['colega,' '¿verificaste' 'bien?']",Cuestiona autoridad por género
Dudo que funcione así,Perfecto,micromachismos,cuestionamiento_autoridad,España,citas,['dudo' 'funcione'],Cuestiona autoridad por género
Mejor pregúntale a Juan,Perfecto,micromachismos,cuestionamiento_autoridad,España,citas,['mejor' 'pregúntale' 'juan'],Cuestiona autoridad por género
"Mejor confírmalo, joder",Tu criterio es válido,micromachismos,cuestionamiento_autoridad,España,educativo,"['mejor' 'confírmalo,' 'joder']",Cuestiona autoridad por género
"Tío, ¿lo validaste?",Gracias por la información,micromachismos,cuestionamiento_autoridad,España,social,"['tío,' 'validaste?']",Cuestiona autoridad por género
"¿Quién te dijo eso?, tía",Perfecto,micromachismos,cuestionamiento_autoridad,España,redes_sociales,"['¿quién' 'dijo' 'eso?,']",Cuestiona autoridad por género
"Colega, dudo que funcione así",Perfecto,micromachismos,cuestionamiento_autoridad,España,educativo,"['colega,' 'dudo' 'funcione']",Cuestiona autoridad por género
¿Lo revisaste dos veces?,Procedo con eso,micromachismos,cuestionamiento_autoridad,España,educativo,['revisaste' 'veces?'],Cuestiona autoridad por género
Me parece riesgoso,Tu criterio es válido,micromachismos,cuestionamiento_autoridad,España,pareja,['parece' 'riesgoso'],Cuestiona autoridad por género
"Macho, no creo que sea correcto",Entendido,micromachismos,cuestionamiento_autoridad,España,redes_sociales,"['macho,' 'creo' 'correcto']",Cuestiona autoridad por género
Dudo que funcione así tía,Tu criterio es válido,micromachismos,cuestionamiento_autoridad,España,citas,['dudo' 'funcione'],Cuestiona autoridad por género
¿Lo validaste?,Entendido,micromachismos,cuestionamiento_autoridad,España,social,['validaste?'],Cuestiona autoridad por género
"Joder, no creo que sea correcto",Gracias por la información,micromachismos,cuestionamiento_autoridad,España,pareja,"['joder,' 'creo' 'correcto']",Cuestiona autoridad por género
"Dudo que funcione así, así que",Gracias por la información,micromachismos,cuestionamiento_autoridad,España,pareja,"['dudo' 'funcione' 'así,']",Cuestiona autoridad por género
"¿Segura? Suena extraño venga, o sea",Tu criterio es válido,micromachismos,cuestionamiento_autoridad,España,social,"['¿segura?' 'suena' 'extraño' 'venga,']",Cuestiona autoridad por género
"No creo que sea correcto, colega",Gracias por la información,micromachismos,cuestionamiento_autoridad,España,laboral,"['creo' 'correcto,' 'colega']",Cuestiona autoridad por género
"¿Verificaste bien?, venga",Tu criterio es válido,micromachismos,cuestionamiento_autoridad,España,pareja,"['¿verificaste' 'bien?,' 'venga']",Cuestiona autoridad por género
"¿Lo revisaste dos veces?, venga",Procedo con eso,micromachismos,cuestionamiento_autoridad,España,pareja,"['revisaste' 'veces?,' 'venga']",Cuestiona autoridad por género
"Tío, no creo que sea correcto",Entendido,micromachismos,cuestionamiento_autoridad,España,pareja,"['tío,' 'creo' 'correcto']",Cuestiona autoridad por género
¿Checaste las cifras? macho,Procedo con eso,micromachismos,cuestionamiento_autoridad,España,educativo,['¿checaste' 'cifras?' 'macho'],Cuestiona autoridad por género
¿Estás segura de eso?,Procedo con eso,micromachismos,cuestionamiento_autoridad,España,pareja,['¿estás' 'segura' 'eso?'],Cuestiona autoridad por género
"¿Quién te dijo eso?, colega",Confío en tu análisis,micromachismos,cuestionamiento_autoridad,España,laboral,"['¿quién' 'dijo' 'eso?,' 'colega']",Cuestiona autoridad por género
"Vamos, me parece riesgoso",Procedo con eso,micromachismos,cuestionamiento_autoridad,España,calle,"['vamos,' 'parece' 'riesgoso']",Cuestiona autoridad por género
"Tía, dudo que funcione así, tío",Gracias por la información,micromachismos,cuestionamiento_autoridad,España,laboral,"['tía,' 'dudo' 'funcione' 'así,']",Cuestiona autoridad por género
"Joder, ¿completamente segura?, joder",Procedo con eso,micromachismos,cuestionamiento_autoridad,España,calle,"['joder,' '¿completamente' 'segura?,' 'joder']",Cuestiona autoridad por género
"¿Estás segura de eso?, joder",Confío en tu análisis,micromachismos,cuestionamiento_autoridad,España,social,"['¿estás' 'segura' 'eso?,' 'joder']",Cuestiona autoridad por género
"Venga, ¿lo revisaste dos veces?",Perfecto,micromachismos,cuestionamiento_autoridad,España,citas,"['venga,' 'revisaste' 'veces?']",Cuestiona autoridad por género
"Colega, ¿estás segura de eso?, tío",Confío en tu análisis,micromachismos,cuestionamiento_autoridad,España,educativo,"['colega,' '¿estás' 'segura' 'eso?,']",Cuestiona autoridad por género
